0 0.000 0.000 0.000
1 0.463 0.104 0.437
2 0.464 -0.004 0.437
3 0.462 -0.109 0.436
4 0.462 0.102 0.29
5 0.463 -0.004 0.29
6 0.462 -0.11 0.29
7 0.461 0.102 0.143
8 0.462 -0.003 0.143
9 0.463 -0.11 0.142
10 0.214 0.244 -0.106
11 0.401 0.352 0.509
12 0.308 -0.313 0.177
13 0.348 -0.273 0.213
14 0.257 -0.179 -0.156
